timestamp,id,open,high,low,close,volume,Signal
2025-10-13 09:00:00,ACE.MI,20.739999771118164,20.8799991607666,20.739999771118164,20.799999237060547,0.0,
2025-10-13 09:05:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,500.0,
2025-10-13 09:15:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,88.0,
2025-10-13 09:20:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,38.0,
2025-10-13 09:25:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,290.0,
2025-10-13 09:35:00,ACE.MI,20.780000686645508,20.799999237060547,20.780000686645508,20.799999237060547,173.0,
2025-10-13 09:40:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,339.0,
2025-10-13 09:50:00,ACE.MI,20.760000228881836,20.799999237060547,20.760000228881836,20.799999237060547,552.0,
2025-10-13 09:55:00,ACE.MI,20.81999969482422,20.84000015258789,20.81999969482422,20.84000015258789,150.0,
2025-10-13 10:00:00,ACE.MI,20.780000686645508,20.799999237060547,20.760000228881836,20.799999237060547,838.0,
2025-10-13 10:05:00,ACE.MI,20.81999969482422,20.81999969482422,20.780000686645508,20.780000686645508,346.0,
2025-10-13 10:10:00,ACE.MI,20.760000228881836,20.799999237060547,20.760000228881836,20.799999237060547,695.0,
2025-10-13 10:15:00,ACE.MI,20.799999237060547,20.799999237060547,20.760000228881836,20.760000228881836,603.0,
2025-10-13 10:30:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,500.0,
2025-10-13 10:35:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,37.0,
2025-10-13 10:40:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,288.0,
2025-10-13 10:55:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,549.0,
2025-10-13 11:00:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,27.0,
2025-10-13 11:05:00,ACE.MI,20.81999969482422,20.84000015258789,20.81999969482422,20.84000015258789,240.0,
2025-10-13 11:10:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,51.0,
2025-10-13 11:30:00,ACE.MI,20.81999969482422,20.81999969482422,20.81999969482422,20.81999969482422,100.0,
2025-10-13 11:40:00,ACE.MI,20.780000686645508,20.780000686645508,20.760000228881836,20.760000228881836,572.0,
2025-10-13 11:50:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,27.0,
2025-10-13 11:55:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,10.0,
2025-10-13 12:05:00,ACE.MI,20.780000686645508,20.780000686645508,20.739999771118164,20.739999771118164,1187.0,
2025-10-13 12:10:00,ACE.MI,20.760000228881836,20.780000686645508,20.739999771118164,20.780000686645508,292.0,
2025-10-13 12:20:00,ACE.MI,20.760000228881836,20.760000228881836,20.760000228881836,20.760000228881836,46.0,
2025-10-13 12:25:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,120.0,
2025-10-13 12:35:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,16.0,
2025-10-13 12:40:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,101.0,
2025-10-13 12:45:00,ACE.MI,20.780000686645508,20.780000686645508,20.780000686645508,20.780000686645508,51.0,
2025-10-13 13:10:00,ACE.MI,20.760000228881836,20.760000228881836,20.760000228881836,20.760000228881836,3.0,
2025-10-13 13:15:00,ACE.MI,20.799999237060547,20.81999969482422,20.780000686645508,20.799999237060547,728.0,
2025-10-13 13:25:00,ACE.MI,20.799999237060547,20.799999237060547,20.799999237060547,20.799999237060547,250.0,
2025-10-13 13:30:00,ACE.MI,20.780000686645508,20.780000686645508,20.739999771118164,20.739999771118164,1579.0,
2025-10-13 14:00:00,ACE.MI,20.719999313354492,20.719999313354492,20.719999313354492,20.719999313354492,477.0,
2025-10-13 14:15:00,ACE.MI,20.719999313354492,20.719999313354492,20.719999313354492,20.719999313354492,99.0,
2025-10-13 14:30:00,ACE.MI,20.700000762939453,20.700000762939453,20.68000030517578,20.68000030517578,501.0,
2025-10-13 14:40:00,ACE.MI,20.68000030517578,20.68000030517578,20.579999923706055,20.579999923706055,16396.0,
2025-10-13 14:45:00,ACE.MI,20.600000381469727,20.600000381469727,20.479999542236328,20.559999465942383,10868.0,
2025-10-13 14:50:00,ACE.MI,20.559999465942383,20.579999923706055,20.540000915527344,20.540000915527344,2230.0,
2025-10-13 14:55:00,ACE.MI,20.559999465942383,20.559999465942383,20.520000457763672,20.520000457763672,965.0,
2025-10-13 15:00:00,ACE.MI,20.520000457763672,20.520000457763672,20.520000457763672,20.520000457763672,4.0,
2025-10-13 15:10:00,ACE.MI,20.520000457763672,20.579999923706055,20.520000457763672,20.520000457763672,3099.0,
2025-10-13 15:15:00,ACE.MI,20.520000457763672,20.540000915527344,20.520000457763672,20.520000457763672,175.0,
2025-10-13 15:20:00,ACE.MI,20.520000457763672,20.520000457763672,20.5,20.5,525.0,
2025-10-13 15:25:00,ACE.MI,20.520000457763672,20.520000457763672,20.520000457763672,20.520000457763672,58.0,
2025-10-13 15:30:00,ACE.MI,20.5,20.579999923706055,20.5,20.5,2748.0,
2025-10-13 15:45:00,ACE.MI,20.5,20.5,20.5,20.5,4.0,
2025-10-13 15:50:00,ACE.MI,20.5,20.5,20.479999542236328,20.479999542236328,298.0,
2025-10-13 15:55:00,ACE.MI,20.479999542236328,20.479999542236328,20.479999542236328,20.479999542236328,47.0,
2025-10-13 16:00:00,ACE.MI,20.5,20.520000457763672,20.5,20.520000457763672,124.0,
2025-10-13 16:05:00,ACE.MI,20.520000457763672,20.520000457763672,20.479999542236328,20.479999542236328,5096.0,
2025-10-13 16:10:00,ACE.MI,20.5,20.5,20.5,20.5,8.0,
2025-10-13 16:15:00,ACE.MI,20.520000457763672,20.520000457763672,20.520000457763672,20.520000457763672,149.0,
2025-10-13 16:20:00,ACE.MI,20.540000915527344,20.540000915527344,20.520000457763672,20.520000457763672,545.0,
2025-10-13 16:25:00,ACE.MI,20.5,20.5,20.479999542236328,20.479999542236328,991.0,
2025-10-13 16:35:00,ACE.MI,20.479999542236328,20.479999542236328,20.479999542236328,20.479999542236328,1000.0,
2025-10-13 16:50:00,ACE.MI,20.5,20.540000915527344,20.459999084472656,20.479999542236328,30312.0,
2025-10-13 16:55:00,ACE.MI,20.479999542236328,20.479999542236328,20.440000534057617,20.459999084472656,393.0,
2025-10-13 17:05:00,ACE.MI,20.479999542236328,20.479999542236328,20.479999542236328,20.479999542236328,160.0,
2025-10-13 17:10:00,ACE.MI,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,273.0,
2025-10-13 17:15:00,ACE.MI,20.420000076293945,20.420000076293945,20.399999618530273,20.399999618530273,497.0,
2025-10-13 17:20:00,ACE.MI,20.420000076293945,20.440000534057617,20.399999618530273,20.440000534057617,634.0,
2025-10-13 17:25:00,ACE.MI,20.440000534057617,20.440000534057617,20.360000610351562,20.360000610351562,5776.0,
